constructor_id,name,nationality,url
lotus-borgward,Lotus-Borgward,British,http://en.wikipedia.org/wiki/Team_Lotus
lotus-brm,Lotus-BRM,British,http://en.wikipedia.org/wiki/Team_Lotus
lotus-climax,Lotus-Climax,British,http://en.wikipedia.org/wiki/Team_Lotus
lotus-ford,Lotus-Ford,British,http://en.wikipedia.org/wiki/Team_Lotus
lotus-maserati,Lotus-Maserati,British,http://en.wikipedia.org/wiki/Team_Lotus
porsche,Porsche,German,http://en.wikipedia.org/wiki/Porsche_in_Formula_One
scirocco,Scirocco,British,http://en.wikipedia.org/wiki/Scirocco-Powell
stebro,Stebro,Canadian,http://en.wikipedia.org/wiki/Stebro
team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus
brabham-brm,Brabham-BRM,British,http://en.wikipedia.org/wiki/Brabham
brabham-climax,Brabham-Climax,British,http://en.wikipedia.org/wiki/Brabham
brabham-ford,Brabham-Ford,British,http://en.wikipedia.org/wiki/Brabham
brm,BRM,British,http://en.wikipedia.org/wiki/BRM
brp,BRP,British,http://en.wikipedia.org/wiki/British_Racing_Partnership
cooper-climax,Cooper-Climax,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
derrington,Derrington,British,http://en.wikipedia.org/wiki/Derrington-Francis
ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
honda,Honda,Japanese,http://en.wikipedia.org/wiki/Honda_Racing_F1
lotus-brm,Lotus-BRM,British,http://en.wikipedia.org/wiki/Team_Lotus
lotus-climax,Lotus-Climax,British,http://en.wikipedia.org/wiki/Team_Lotus
porsche,Porsche,German,http://en.wikipedia.org/wiki/Porsche_in_Formula_One
scirocco,Scirocco,British,http://en.wikipedia.org/wiki/Scirocco-Powell
alfa,Alfa Romeo,Swiss,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One
brabham-brm,Brabham-BRM,British,http://en.wikipedia.org/wiki/Brabham
brabham-climax,Brabham-Climax,British,http://en.wikipedia.org/wiki/Brabham
brabham-ford,Brabham-Ford,British,http://en.wikipedia.org/wiki/Brabham
brm,BRM,British,http://en.wikipedia.org/wiki/BRM
cooper-climax,Cooper-Climax,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
cooper-ford,Cooper-Ford,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
cooper-maserati,Cooper-Maserati,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
honda,Honda,Japanese,http://en.wikipedia.org/wiki/Honda_Racing_F1
lds-alfa_romeo,LDS-Alfa Romeo,South African,http://en.wikipedia.org/wiki/LDS_(automobile)
lds-climax,LDS-Climax,South African,http://en.wikipedia.org/wiki/LDS_(automobile)
lotus-brm,Lotus-BRM,British,http://en.wikipedia.org/wiki/Team_Lotus
lotus-climax,Lotus-Climax,British,http://en.wikipedia.org/wiki/Team_Lotus
lotus-ford,Lotus-Ford,British,http://en.wikipedia.org/wiki/Team_Lotus
re,RE,Rhodesian,http://en.wikipedia.org/wiki/RE_%28automobile%29
brabham-brm,Brabham-BRM,British,http://en.wikipedia.org/wiki/Brabham
brabham-climax,Brabham-Climax,British,http://en.wikipedia.org/wiki/Brabham
brabham-repco,Brabham-Repco,British,http://en.wikipedia.org/wiki/Brabham
brm,BRM,British,http://en.wikipedia.org/wiki/BRM
cooper-ferrari,Cooper-Ferrari,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
cooper-maserati,Cooper-Maserati,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
eagle-climax,Eagle-Climax,American,http://en.wikipedia.org/wiki/Anglo_American_Racers
eagle-weslake,Eagle-Weslake,American,http://en.wikipedia.org/wiki/Anglo_American_Racers
ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
honda,Honda,Japanese,http://en.wikipedia.org/wiki/Honda_Racing_F1
lotus-brm,Lotus-BRM,British,http://en.wikipedia.org/wiki/Team_Lotus
lotus-climax,Lotus-Climax,British,http://en.wikipedia.org/wiki/Team_Lotus
mclaren-ford,McLaren-Ford,British,http://en.wikipedia.org/wiki/Team_McLaren
mclaren-seren,McLaren-Serenissima,British,http://en.wikipedia.org/wiki/Team_McLaren
shannon,Shannon,British,http://en.wikipedia.org/wiki/Shannon_(Formula_One)
brabham-climax,Brabham-Climax,British,http://en.wikipedia.org/wiki/Brabham
brabham-ford,Brabham-Ford,British,http://en.wikipedia.org/wiki/Brabham
brabham-repco,Brabham-Repco,British,http://en.wikipedia.org/wiki/Brabham
brm,BRM,British,http://en.wikipedia.org/wiki/BRM
cooper-ats,Cooper-ATS,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
cooper-climax,Cooper-Climax,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
cooper-maserati,Cooper-Maserati,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
eagle-climax,Eagle-Climax,American,http://en.wikipedia.org/wiki/Anglo_American_Racers
eagle-weslake,Eagle-Weslake,American,http://en.wikipedia.org/wiki/Anglo_American_Racers
ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
honda,Honda,Japanese,http://en.wikipedia.org/wiki/Honda_Racing_F1
lds-climax,LDS-Climax,South African,http://en.wikipedia.org/wiki/LDS_(automobile)
lola,Lola,British,http://en.wikipedia.org/wiki/MasterCard_Lola
lotus-brm,Lotus-BRM,British,http://en.wikipedia.org/wiki/Team_Lotus
lotus-climax,Lotus-Climax,British,http://en.wikipedia.org/wiki/Team_Lotus
lotus-ford,Lotus-Ford,British,http://en.wikipedia.org/wiki/Team_Lotus
matra,Matra,French,http://en.wikipedia.org/wiki/Matra
mclaren-brm,McLaren-BRM,British,http://en.wikipedia.org/wiki/McLaren_(racing)
mclaren-ford,McLaren-Ford,British,http://en.wikipedia.org/wiki/Team_McLaren
protos,Protos,British,http://en.wikipedia.org/wiki/Protos_(constructor)
brabham-climax,Brabham-Climax,British,http://en.wikipedia.org/wiki/Brabham
brabham-repco,Brabham-Repco,British,http://en.wikipedia.org/wiki/Brabham
brm,BRM,British,http://en.wikipedia.org/wiki/BRM
cooper-brm,Cooper-BRM,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
cooper-climax,Cooper-Climax,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
cooper-maserati,Cooper-Maserati,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
eagle-weslake,Eagle-Weslake,American,http://en.wikipedia.org/wiki/Anglo_American_Racers
ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
honda,Honda,Japanese,http://en.wikipedia.org/wiki/Honda_Racing_F1
lds,LDS,South African,http://en.wikipedia.org/wiki/LDS_(automobile)
lola,Lola,British,http://en.wikipedia.org/wiki/MasterCard_Lola
lotus-ford,Lotus-Ford,British,http://en.wikipedia.org/wiki/Team_Lotus
matra,Matra,French,http://en.wikipedia.org/wiki/Matra
matra-ford,Matra-Ford,French,http://en.wikipedia.org/wiki/Matra
mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
mclaren-brm,McLaren-BRM,British,http://en.wikipedia.org/wiki/McLaren_(racing)
mclaren-ford,McLaren-Ford,British,http://en.wikipedia.org/wiki/Team_McLaren
brabham-climax,Brabham-Climax,British,http://en.wikipedia.org/wiki/Brabham
brabham-ford,Brabham-Ford,British,http://en.wikipedia.org/wiki/Brabham
brabham-repco,Brabham-Repco,British,http://en.wikipedia.org/wiki/Brabham
brm,BRM,British,http://en.wikipedia.org/wiki/BRM
brm-ford,BRM-Ford,British,http://en.wikipedia.org/wiki/BRM
cooper-maserati,Cooper-Maserati,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
eagle-climax,Eagle-Climax,American,http://en.wikipedia.org/wiki/Anglo_American_Racers
ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
lotus-ford,Lotus-Ford,British,http://en.wikipedia.org/wiki/Team_Lotus
matra-ford,Matra-Ford,French,http://en.wikipedia.org/wiki/Matra
mclaren-ford,McLaren-Ford,British,http://en.wikipedia.org/wiki/Team_McLaren
bellasi,Bellasi,Swiss,http://en.wikipedia.org/wiki/Bellasi
brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham
brm,BRM,British,http://en.wikipedia.org/wiki/BRM
tomaso,De Tomaso,Italian,http://en.wikipedia.org/wiki/De_Tomaso
ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
march,March,British,http://en.wikipedia.org/wiki/March_Engineering
matra,Matra,French,http://en.wikipedia.org/wiki/Matra
mclaren-alfa_romeo,McLaren-Alfa Romeo,British,http://en.wikipedia.org/wiki/McLaren_(racing)
mclaren-ford,McLaren-Ford,British,http://en.wikipedia.org/wiki/Team_McLaren
surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees
team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus
tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
bellasi,Bellasi,Swiss,http://en.wikipedia.org/wiki/Bellasi
brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham
brm,BRM,British,http://en.wikipedia.org/wiki/BRM
ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
lotus-ford,Lotus-Ford,British,http://en.wikipedia.org/wiki/Team_Lotus
lotus-pw,Lotus-Pratt &amp; Whitney,British,http://en.wikipedia.org/wiki/Team_Lotus
march-alfa_romeo,March-Alfa Romeo,British,http://en.wikipedia.org/wiki/March_Engineering
march-ford,March-Ford,British,http://en.wikipedia.org/wiki/March_Engineering
matra,Matra,French,http://en.wikipedia.org/wiki/Matra
mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees
tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham
brm,BRM,British,http://en.wikipedia.org/wiki/BRM
connew,Connew,British,http://en.wikipedia.org/wiki/Connew
ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
march,March,British,http://en.wikipedia.org/wiki/March_Engineering
matra,Matra,French,http://en.wikipedia.org/wiki/Matra
mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
politoys,Politoys,British,http://en.wikipedia.org/wiki/Frank_Williams_Racing_Cars
surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees
team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus
tecno,Tecno,Italian,http://en.wikipedia.org/wiki/Tecno
tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham
brm,BRM,British,http://en.wikipedia.org/wiki/BRM
ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29
ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
iso_marlboro,Iso Marlboro,British,http://en.wikipedia.org/wiki/Iso_Marlboro
march,March,British,http://en.wikipedia.org/wiki/March_Engineering
mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars
surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees
team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus
tecno,Tecno,Italian,http://en.wikipedia.org/wiki/Tecno
tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
amon,Amon,New Zealander,http://en.wikipedia.org/wiki/Amon_(Formula_One_team)
brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham
brm,BRM,British,http://en.wikipedia.org/wiki/BRM
ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29
ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing
iso_marlboro,Iso Marlboro,British,http://en.wikipedia.org/wiki/Iso_Marlboro
lola,Lola,British,http://en.wikipedia.org/wiki/MasterCard_Lola
lyncar,Lyncar,British,http://en.wikipedia.org/wiki/Lyncar
maki,Maki,Japanese,http://en.wikipedia.org/wiki/Maki_(cars)
march,March,British,http://en.wikipedia.org/wiki/March_Engineering
mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
parnelli,Parnelli,American,http://en.wikipedia.org/wiki/Parnelli
penske,Penske,American,http://en.wikipedia.org/wiki/Penske_Racing
shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars
surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees
team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus
token,Token,British,http://en.wikipedia.org/wiki/Token_(Racing_team)
trojan,Trojan,British,http://en.wikipedia.org/wiki/Trojan_(Racing_team)
tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham
brm,BRM,British,http://en.wikipedia.org/wiki/BRM
hill,Embassy Hill,British,http://en.wikipedia.org/wiki/Hill_(constructor)
ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29
ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
fittipaldi,Fittipaldi,Brazilian,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29
hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing
lola,Lola,British,http://en.wikipedia.org/wiki/MasterCard_Lola
lyncar,Lyncar,British,http://en.wikipedia.org/wiki/Lyncar
maki,Maki,Japanese,http://en.wikipedia.org/wiki/Maki_(cars)
march,March,British,http://en.wikipedia.org/wiki/March_Engineering
mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
parnelli,Parnelli,American,http://en.wikipedia.org/wiki/Parnelli
penske,Penske,American,http://en.wikipedia.org/wiki/Penske_Racing
shadow-ford,Shadow-Ford,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars
shadow-matra,Shadow-Matra,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars
surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees
team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus
tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering
boro,Boro,Dutch,http://en.wikipedia.org/wiki/Boro_(Formula_One)
brabham-alfa_romeo,Brabham-Alfa Romeo,British,http://en.wikipedia.org/wiki/Brabham
brabham-ford,Brabham-Ford,British,http://en.wikipedia.org/wiki/Brabham
brm,BRM,British,http://en.wikipedia.org/wiki/BRM
ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29
ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
fittipaldi,Fittipaldi,Brazilian,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29
hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing
kojima,Kojima,Japanese,http://en.wikipedia.org/wiki/Kojima_Engineering
ligier,Ligier,French,http://en.wikipedia.org/wiki/Ligier
maki,Maki,Japanese,http://en.wikipedia.org/wiki/Maki_(cars)
march,March,British,http://en.wikipedia.org/wiki/March_Engineering
mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
parnelli,Parnelli,American,http://en.wikipedia.org/wiki/Parnelli
penske,Penske,American,http://en.wikipedia.org/wiki/Penske_Racing
shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars
surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees
team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus
tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering
wolf,Wolf,Canadian,http://en.wikipedia.org/wiki/Walter_Wolf_Racing
apollon,Apollon,Swiss,http://en.wikipedia.org/wiki/Apollon_(Formula_One)
boro,Boro,Dutch,http://en.wikipedia.org/wiki/Boro_(Formula_One)
brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham
brm,BRM,British,http://en.wikipedia.org/wiki/BRM
ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29
ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
fittipaldi,Fittipaldi,Brazilian,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29
hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing
kojima,Kojima,Japanese,http://en.wikipedia.org/wiki/Kojima_Engineering
lec,LEC,British,http://en.wikipedia.org/wiki/LEC_(Formula_One)
ligier,Ligier,French,http://en.wikipedia.org/wiki/Ligier
march,March,British,http://en.wikipedia.org/wiki/March_Engineering
mcguire,McGuire,Australian,http://en.wikipedia.org/wiki/McGuire_(Formula_One)
mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
penske,Penske,American,http://en.wikipedia.org/wiki/Penske_Racing
renault,Renault,French,http://en.wikipedia.org/wiki/Renault_in_Formula_One
shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars
surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees
team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus
tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
wolf,Wolf,Canadian,http://en.wikipedia.org/wiki/Walter_Wolf_Racing
arrows,Arrows,British,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International
ats,ATS,Italian,http://en.wikipedia.org/wiki/ATS_(wheels)
brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham
ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29
ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
fittipaldi,Fittipaldi,Brazilian,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29
hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing
ligier,Ligier,French,http://en.wikipedia.org/wiki/Ligier
martini,Martini,French,http://en.wikipedia.org/wiki/Martini_(cars)
mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
merzario,Merzario,Italian,http://en.wikipedia.org/wiki/Merzario
renault,Renault,French,http://en.wikipedia.org/wiki/Renault_in_Formula_One
shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars
surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees
team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus
theodore,Theodore,Hong Kong,http://en.wikipedia.org/wiki/Theodore_Racing
tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering
wolf,Wolf,Canadian,http://en.wikipedia.org/wiki/Walter_Wolf_Racing
alfa,Alfa Romeo,Swiss,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One
arrows,Arrows,British,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International
ats,ATS,Italian,http://en.wikipedia.org/wiki/ATS_(wheels)
brabham-alfa_romeo,Brabham-Alfa Romeo,British,http://en.wikipedia.org/wiki/Brabham
brabham-ford,Brabham-Ford,British,http://en.wikipedia.org/wiki/Brabham
ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29
ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
fittipaldi,Fittipaldi,Brazilian,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29
kauhsen,Kauhsen,German,http://en.wikipedia.org/wiki/Kauhsen
ligier,Ligier,French,http://en.wikipedia.org/wiki/Ligier
mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
merzario,Merzario,Italian,http://en.wikipedia.org/wiki/Merzario
rebaque,Rebaque,Mexican,http://en.wikipedia.org/wiki/Rebaque
renault,Renault,French,http://en.wikipedia.org/wiki/Renault_in_Formula_One
shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars
team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus
tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering
wolf,Wolf,Canadian,http://en.wikipedia.org/wiki/Walter_Wolf_Racing
alfa,Alfa Romeo,Swiss,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One
arrows,Arrows,British,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International
ats,ATS,Italian,http://en.wikipedia.org/wiki/ATS_(wheels)
brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham
ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29
